0,0000000000000
1,0000000000001
2,0000000000010
3,0000000000011
4,0000000000100
5,0000000000101
6,0000000000110
7,0000000000111
8,0000000001000
9,0000000001001
10,0000000001010
11,0000000001011
12,0000000001100
13,0000000001101
14,0000000001110
15,0000000001111
16,0000000010000
17,0000000010001
18,0000000010010
19,0000000010011
20,0000000010100
21,0000000010101
22,0000000010110
23,0000000010111
24,0000000011000
25,0000000011001
26,0000000011010
27,0000000011011
28,0000000011100
29,0000000011101
30,0000000011110
31,0000000011111
32,0000000100000
33,0000000100001
34,0000000100010
35,0000000100011
36,0000000100100
37,0000000100101
38,0000000100110
39,0000000100111
40,0000000101000
41,0000000101001
42,0000000101010
43,0000000101011
44,0000000101100
45,0000000101101
46,0000000101110
47,0000000101111
48,0000000110000
49,0000000110001
50,0000000110010
51,0000000110011
52,0000000110100
53,0000000110101
54,0000000110110
55,0000000110111
56,0000000111000
57,0000000111001
58,0000000111010
59,0000000111011
60,0000000111100
61,0000000111101
62,0000000111110
63,0000000111111
64,0000001000000
65,0000001000001
66,0000001000010
67,0000001000011
68,0000001000100
69,0000001000101
70,0000001000110
71,0000001000111
72,0000001001000
73,0000001001001
74,0000001001010
75,0000001001011
76,0000001001100
77,0000001001101
78,0000001001110
79,0000001001111
80,0000001010000
81,0000001010001
82,0000001010010
83,0000001010011
84,0000001010100
85,0000001010101
86,0000001010110
87,0000001010111
88,0000001011000
89,0000001011001
90,0000001011010
91,0000001011011
92,0000001011100
93,0000001011101
94,0000001011110
95,0000001011111
96,0000001100000
97,0000001100001
98,0000001100010
99,0000001100011
100,0000001100100
101,0000001100101
102,0000001100110
103,0000001100111
104,0000001101000
105,0000001101001
106,0000001101010
107,0000001101011
108,0000001101100
109,0000001101101
110,0000001101110
111,0000001101111
112,0000001110000
113,0000001110001
114,0000001110010
115,0000001110011
116,0000001110100
117,0000001110101
118,0000001110110
119,0000001110111
120,0000001111000
121,0000001111001
122,0000001111010
123,0000001111011
124,0000001111100
125,0000001111101
126,0000001111110
127,0000001111111
128,0000010000000
129,0000010000001
130,0000010000010
131,0000010000011
132,0000010000100
133,0000010000101
134,0000010000110
135,0000010000111
136,0000010001000
137,0000010001001
138,0000010001010
139,0000010001011
140,0000010001100
141,0000010001101
142,0000010001110
143,0000010001111
144,0000010010000
145,0000010010001
146,0000010010010
147,0000010010011
148,0000010010100
149,0000010010101
150,0000010010110
151,0000010010111
152,0000010011000
153,0000010011001
154,0000010011010
155,0000010011011
156,0000010011100
157,0000010011101
158,0000010011110
159,0000010011111
160,0000010100000
161,0000010100001
162,0000010100010
163,0000010100011
164,0000010100100
165,0000010100101
166,0000010100110
167,0000010100111
168,0000010101000
169,0000010101001
170,0000010101010
171,0000010101011
172,0000010101100
173,0000010101101
174,0000010101110
175,0000010101111
176,0000010110000
177,0000010110001
178,0000010110010
179,0000010110011
180,0000010110100
181,0000010110101
182,0000010110110
183,0000010110111
184,0000010111000
185,0000010111001
186,0000010111010
187,0000010111011
188,0000010111100
189,0000010111101
190,0000010111110
191,0000010111111
192,0000011000000
193,0000011000001
194,0000011000010
195,0000011000011
196,0000011000100
197,0000011000101
198,0000011000110
199,0000011000111
200,0000011001000
201,0000011001001
202,0000011001010
203,0000011001011
204,0000011001100
205,0000011001101
206,0000011001110
207,0000011001111
208,0000011010000
209,0000011010001
210,0000011010010
211,0000011010011
212,0000011010100
213,0000011010101
214,0000011010110
215,0000011010111
216,0000011011000
217,0000011011001
218,0000011011010
219,0000011011011
220,0000011011100
221,0000011011101
222,0000011011110
223,0000011011111
224,0000011100000
225,0000011100001
226,0000011100010
227,0000011100011
228,0000011100100
229,0000011100101
230,0000011100110
231,0000011100111
232,0000011101000
233,0000011101001
234,0000011101010
235,0000011101011
236,0000011101100
237,0000011101101
238,0000011101110
239,0000011101111
240,0000011110000
241,0000011110001
242,0000011110010
243,0000011110011
244,0000011110100
245,0000011110101
246,0000011110110
247,0000011110111
248,0000011111000
249,0000011111001
250,0000011111010
251,0000011111011
252,0000011111100
253,0000011111101
254,0000011111110
255,0000011111111
256,0000100000000
257,0000100000001
258,0000100000010
259,0000100000011
260,0000100000100
261,0000100000101
262,0000100000110
263,0000100000111
264,0000100001000
265,0000100001001
266,0000100001010
267,0000100001011
268,0000100001100
269,0000100001101
270,0000100001110
271,0000100001111
272,0000100010000
273,0000100010001
274,0000100010010
275,0000100010011
276,0000100010100
277,0000100010101
278,0000100010110
279,0000100010111
280,0000100011000
281,0000100011001
282,0000100011010
283,0000100011011
284,0000100011100
285,0000100011101
286,0000100011110
287,0000100011111
288,0000100100000
289,0000100100001
290,0000100100010
291,0000100100011
292,0000100100100
293,0000100100101
294,0000100100110
295,0000100100111
296,0000100101000
297,0000100101001
298,0000100101010
299,0000100101011
300,0000100101100
301,0000100101101
302,0000100101110
303,0000100101111
304,0000100110000
305,0000100110001
306,0000100110010
307,0000100110011
308,0000100110100
309,0000100110101
310,0000100110110
311,0000100110111
312,0000100111000
313,0000100111001
314,0000100111010
315,0000100111011
316,0000100111100
317,0000100111101
318,0000100111110
319,0000100111111
320,0000101000000
321,0000101000001
322,0000101000010
323,0000101000011
324,0000101000100
325,0000101000101
326,0000101000110
327,0000101000111
328,0000101001000
329,0000101001001
330,0000101001010
331,0000101001011
332,0000101001100
333,0000101001101
334,0000101001110
335,0000101001111
336,0000101010000
337,0000101010001
338,0000101010010
339,0000101010011
340,0000101010100
341,0000101010101
342,0000101010110
343,0000101010111
344,0000101011000
345,0000101011001
346,0000101011010
347,0000101011011
348,0000101011100
349,0000101011101
350,0000101011110
351,0000101011111
352,0000101100000
353,0000101100001
354,0000101100010
355,0000101100011
356,0000101100100
357,0000101100101
358,0000101100110
359,0000101100111
360,0000101101000
361,0000101101001
362,0000101101010
363,0000101101011
364,0000101101100
365,0000101101101
366,0000101101110
367,0000101101111
368,0000101110000
369,0000101110001
370,0000101110010
371,0000101110011
372,0000101110100
373,0000101110101
374,0000101110110
375,0000101110111
376,0000101111000
377,0000101111001
378,0000101111010
379,0000101111011
380,0000101111100
381,0000101111101
382,0000101111110
383,0000101111111
384,0000110000000
385,0000110000001
386,0000110000010
387,0000110000011
388,0000110000100
389,0000110000101
390,0000110000110
391,0000110000111
392,0000110001000
393,0000110001001
394,0000110001010
395,0000110001011
396,0000110001100
397,0000110001101
398,0000110001110
399,0000110001111
400,0000110010000
401,0000110010001
402,0000110010010
403,0000110010011
404,0000110010100
405,0000110010101
406,0000110010110
407,0000110010111
408,0000110011000
409,0000110011001
410,0000110011010
